tier,toDelegate,ens_name,proposal_link,proposal_type,proposal_id,proposal_description,rn
Tier 4,0x995013b47ef3a2b07b9e60da6d1fff8fa9c53cf4,<nil>,"<a href=""https://vote.optimism.io/proposals/20327152654308054166942093105443920402082671769027198649343468266910325783863"" target=""_blank"">To Read More</a>",Single-Choice Proposal,20327152654308054166942093105443920402082671769027198649343468266910325783863,"# Upgrade #2: Canyon Protocol Upgrade
This proposal outlines the Optimism Collective’s first network upgrade after Bedrock, titled Canyon. The Canyon upgrade contains the Shapella network upgrade from Ethereum, a change to reduce the volatility of the basefee, and several minor bug fixes. This upgrade maintains EVM equivalence and includes several OP Stack specific improvements.

Canyon is code complete in the optimism monorepo at commit 6cce3728b7bed5e36234aeba3b773e0f97867be3 and op-geth at commit ed8e9f54ed0a5069e77ea34895ff12a9ac4ca17f
If this vote passes, Canyon will activate on op-mainnet, base-mainnet, pgn-mainnet, & zora-mainnet on Thu Jan 11 17:00:01 UTC 2024 (Unix Time 1704992401) barring a critical security issue.

This vote requires a 76% approval threshold. The value displayed by the frontend may differ.

This proposal is eligible for Special Voting Cycle #16c: 
https://gov.optimism.io/t/draft-upgrade-proposal-2-canyon-network-upgrade/7088",1
Tier 4,0x995013b47ef3a2b07b9e60da6d1fff8fa9c53cf4,<nil>,"<a href=""https://vote.optimism.io/proposals/25353629475948605098820168047140307200589226219380649297323431722674892706917"" target=""_blank"">To Read More</a>",Single-Choice Proposal,25353629475948605098820168047140307200589226219380649297323431722674892706917,"#  Code of Conduct Violation: Carlos Melgar
All active delegates, badgeholders, Citizens, and grant recipients (""Optimists"") are bound by the [Code of Conduct](https://gov.optimism.io/t/code-of-conduct/5751). Severe code of conduct violations are subject to a three month suspension and are decided via Token House vote.

This Code of Conduct Suspension Proposal is eligible for voting in Voting Cycle #16a: <https://gov.optimism.io/t/code-of-conduct-violation-carlos-melgar/6882/9>
",1
Tier 4,0xfdfc6e1bbec01288447222fc8f1aee55a7c72b7b,cfeng.eth,"<a href=""https://vote.optimism.io/proposals/64930538748268257621925093712454552173772860987977453334165023026835711650357"" target=""_blank"">To Read More</a>",Single-Choice Proposal,64930538748268257621925093712454552173772860987977453334165023026835711650357,"# Protocol Delegation Program Renewal \n In Season 3, the Protocol Delegation Program was piloted as a way to enable protocols, some of our most important stakeholders, to participate in governance. The Protocol Delegation Program temporarily delegates up to 5M OP from the Governance Fund to value-aligned protocols based on pre-defined criteria. This program was designed to last two Seasons in total, and this proposal would continue the program for duration of the final Season (Season 4.) After Season 4, particpating protocols will need to reaffirm their commitment to Optimism governance via their own treasuries. This Season 4 proposal is eligible for voting in Special Voting Cycle #12a: [https://gov.optimism.io/t/protocol-delegation-program-renewal/5883](https://gov.optimism.io/t/protocol-delegation-program-renewal/5883)",1
Tier 4,0xfdfc6e1bbec01288447222fc8f1aee55a7c72b7b,cfeng.eth,"<a href=""https://vote.optimism.io/proposals/95119698597711750186734377984697814101707190887694311194110013874163880701970"" target=""_blank"">To Read More</a>",Single-Choice Proposal,95119698597711750186734377984697814101707190887694311194110013874163880701970,"# Protocol Upgrade #5: Ecotone Network Upgrade
This is a proposal for the Ecotone network upgrade, which adopts EIP-4844 blobs for data availability and activates Dencun L1 extensions. The remaining changes in this upgrade bring the core improvements from the L1 Dencun hardfork into the OP stack, including new opcodes and the beacon root support. While blob data availability requires L1 Dencun activation, the Ecotone upgrade can be activated independently of it.

If this vote passes, the Ecotone upgrade will be scheduled for execution on March 14th at 00:00:01 UTC. 

The upgrade will occur automatically for nodes on a release which contains the baked in activation time. Ecotone is code complete in the optimism monorepo at commit f707883038d527cbf1e9f8ea513fe33255deadbc and op-geth at commit 0402d543c3d0cff3a3d344c0f4f83809edb44f10. 

This proposal is eligible for Voting Cycle #19: 
<https://gov.optimism.io/t/upgrade-proposal-5-ecotone-network-upgrade/7669>


If passed in the Token House, it will proceed to a veto period in the Citizens’ House. 
",1
Tier 4,0x054becf10c79afa4e60f75b187837be9fb83867d,coinruay.eth,"<a href=""https://vote.optimism.io/proposals/114318499951173425640219752344574142419220609526557632733105006940618608635406"" target=""_blank"">To Read More</a>",Multi-Choice Proposal,114318499951173425640219752344574142419220609526557632733105006940618608635406,"# Summary of Code of Conduct enforcement decisions
The elected Token House Code of Conduct Council’s decisions are subject to optimistic approval by the Token House. That means the Council’s decisions are assumed to be approved unless 12% of the votable supply in the Token House votes to veto an enforcement action. You should only cast a vote if you want to override the decisions made by the Council. If this proposal is veto-d, the enforcement actions will go to a full Token House vote. 

This proposal is eligible for Voting Cycle #17: 
<https://gov.optimism.io/t/code-of-conduct-council-communication-thread/7453> ",1
Tier 4,0x054becf10c79afa4e60f75b187837be9fb83867d,coinruay.eth,"<a href=""https://vote.optimism.io/proposals/102821998933460159156263544808281872605936639206851804749751748763651967264110"" target=""_blank"">To Read More</a>",Multi-Choice Proposal,102821998933460159156263544808281872605936639206851804749751748763651967264110,"# Code of Conduct Council: Member Nominations
Season 5 will further decentralize the Foundation's role in processing violations of the Code of Conduct and remove enforcement responsibility from Token House delegates by electing a Code of Conduct Council. The Token House will elect 5 Members to the Code of Conduct Council.

Candidates:

-   [Juankbell](https://gov.optimism.io/t/code-of-conduct-council-nominations-season-5/6901/4?u=marcus)

-   [Teresacd](https://gov.optimism.io/t/code-of-conduct-council-nominations-season-5/6901/5?u=marcus)

-   [Oxytocin](https://gov.optimism.io/t/code-of-conduct-council-nominations-season-5/6901/6?u=marcus)

-   [Axel_T](https://gov.optimism.io/t/code-of-conduct-council-nominations-season-5/6901/8)

-   [Gene](https://gov.optimism.io/t/code-of-conduct-council-nominations-season-5/6901/9)

-   [Juanbug_PGov](https://gov.optimism.io/t/code-of-conduct-council-nominations-season-5/6901/10)

-   [Bubli.eth](https://gov.optimism.io/t/code-of-conduct-council-nominations-season-5/6901/11)

-   [Ayohtunde](https://gov.optimism.io/t/code-of-conduct-council-nominations-season-5/6901/12)

This proposal is eligible for Special Voting Cycle #16b.
",1
Tier 4,0x47549016d259fdf677f2076bb61d871c6f07da83,<nil>,"<a href=""https://vote.optimism.io/proposals/11595556248137084019024264942104169821784001997050285438055123196153848845549"" target=""_blank"">To Read More</a>",Single-Choice Proposal,11595556248137084019024264942104169821784001997050285438055123196153848845549,"# Season 5 Intent Budgets
The Intents for Season 5 and their budgets proposed by the Grants Council Lead are:

-   Intent #1: Progress Towards Technical Decentralization
    -   Proposed budget: 1.33M OP

-   Intent #2: Grow the Superchain
    -   Proposed budget: 4M OP

-   Intent #3: Improve the Consumer Experience
    -   Proposed budget: 1.33M OP

-   Intent #4: Improve Governance Accessibility
    -   Proposed budget: 1.33M OP

-   Unallocated Budget: 1M reserved for general allocation

Total Intents Budget: up to 9M OP

Any budget that is not allocated under these Intent will be returned to the Governance Fund.

This proposal is eligible for Special Voting Cycle #16b:
<https://gov.optimism.io/t/season-5-intents-budget-proposal/7040>
",1
Tier 4,0xca5502084a800fc1b03ca0943cee78a0716d6ae4,<nil>,"<a href=""https://vote.optimism.io/proposals/47864371633107534187617995773541299064963460661119440983190542488743950169122"" target=""_blank"">To Read More</a>",Single-Choice Proposal,47864371633107534187617995773541299064963460661119440983190542488743950169122,"# Grants Council Operating Budget
The Grants Council plays an important role in the Collective and is assumed to persist unless a Council Dissolution Proposal is passed. 

The Token House must vote on a Council Operating Budget, thereby renewing the Council for another Season and electing the proposal author as Council Lead. Delegates are effectively electing the Council Lead that has authored an approved budget. 

The sole proposed Grants Council Operating Budget is proposed by Lund Ventures (Dane Lund) with a proposed operating budget of 440k OP: <https://gov.optimism.io/t/draft-season-5-grants-council-operating-budget/6941>

This proposal is eligible for Special Voting Cycle #16a: <https://gov.optimism.io/t/grants-council-operating-budget-template/6891>
",1
Tier 4,0x10850762bac0dc6660630c1effe188a7cbfddc88,optichads.eth,"<a href=""https://vote.optimism.io/proposals/114318499951173425640219752344574142419220609526557632733105006940618608635406"" target=""_blank"">To Read More</a>",Multi-Choice Proposal,114318499951173425640219752344574142419220609526557632733105006940618608635406,"# Summary of Code of Conduct enforcement decisions
The elected Token House Code of Conduct Council’s decisions are subject to optimistic approval by the Token House. That means the Council’s decisions are assumed to be approved unless 12% of the votable supply in the Token House votes to veto an enforcement action. You should only cast a vote if you want to override the decisions made by the Council. If this proposal is veto-d, the enforcement actions will go to a full Token House vote. 

This proposal is eligible for Voting Cycle #17: 
<https://gov.optimism.io/t/code-of-conduct-council-communication-thread/7453> ",1
Tier 4,0x10850762bac0dc6660630c1effe188a7cbfddc88,optichads.eth,"<a href=""https://vote.optimism.io/proposals/95119698597711750186734377984697814101707190887694311194110013874163880701970"" target=""_blank"">To Read More</a>",Single-Choice Proposal,95119698597711750186734377984697814101707190887694311194110013874163880701970,"# Protocol Upgrade #5: Ecotone Network Upgrade
This is a proposal for the Ecotone network upgrade, which adopts EIP-4844 blobs for data availability and activates Dencun L1 extensions. The remaining changes in this upgrade bring the core improvements from the L1 Dencun hardfork into the OP stack, including new opcodes and the beacon root support. While blob data availability requires L1 Dencun activation, the Ecotone upgrade can be activated independently of it.

If this vote passes, the Ecotone upgrade will be scheduled for execution on March 14th at 00:00:01 UTC. 

The upgrade will occur automatically for nodes on a release which contains the baked in activation time. Ecotone is code complete in the optimism monorepo at commit f707883038d527cbf1e9f8ea513fe33255deadbc and op-geth at commit 0402d543c3d0cff3a3d344c0f4f83809edb44f10. 

This proposal is eligible for Voting Cycle #19: 
<https://gov.optimism.io/t/upgrade-proposal-5-ecotone-network-upgrade/7669>


If passed in the Token House, it will proceed to a veto period in the Citizens’ House. 
",1
Tier 4,0x33d66941465ac776c38096cb1bc496c673ae7390,donnoh.eth,"<a href=""https://vote.optimism.io/proposals/25353629475948605098820168047140307200589226219380649297323431722674892706917"" target=""_blank"">To Read More</a>",Single-Choice Proposal,25353629475948605098820168047140307200589226219380649297323431722674892706917,"#  Code of Conduct Violation: Carlos Melgar
All active delegates, badgeholders, Citizens, and grant recipients (""Optimists"") are bound by the [Code of Conduct](https://gov.optimism.io/t/code-of-conduct/5751). Severe code of conduct violations are subject to a three month suspension and are decided via Token House vote.

This Code of Conduct Suspension Proposal is eligible for voting in Voting Cycle #16a: <https://gov.optimism.io/t/code-of-conduct-violation-carlos-melgar/6882/9>
",1
